ID,class
312,0
313,3
314,7
315,2
316,5
317,7
318,4
319,2
320,1
321,6
322,7
323,9
324,6
325,4
326,6
327,7
328,4
329,4
330,0
331,7
332,6
333,7
334,4
335,3
336,0
337,5
338,1
339,2
340,7
341,4
342,8
343,7
344,5
345,9
346,2
347,6
348,4
349,9
350,5
351,1
352,2
353,0
354,9
355,2
356,1
357,3
358,7
359,7
360,0
361,2
362,4
363,8
364,9
365,6
366,9
367,1
368,3
369,0
370,4
371,3
372,2
373,4
374,1
375,9
376,3
377,9
378,9
379,6
380,2
381,3
382,1
383,0
384,8
385,5
386,6
387,1
388,8
389,7
390,6
391,3
392,9
393,0
394,2
395,4
396,0
397,5
398,3
399,7
400,6
401,4
402,6
403,3
404,0
405,4
406,8
407,0
408,8
409,4
410,6
411,8
412,2
413,9
414,6
415,9
416,8
417,7
418,0
419,9
420,8
421,2
422,5
423,9
424,4
425,8
426,7
427,5
428,8
429,4
430,5
431,6
432,6
433,3
434,9
435,5
436,2
437,7
438,8
439,7
440,7
441,0
442,1
443,3
444,7
445,1
446,4
447,0
448,3
449,6
450,2
451,1
452,1
453,6
454,9
455,3
456,5
457,1
458,3
459,9
460,9
461,7
462,1
463,4
464,6
465,2
466,0
467,4
468,8
469,8
470,9
471,0
472,8
473,2
474,4
475,6
476,7
477,8
478,6
479,6
480,1
481,0
482,4
483,4
484,8
485,2
486,1
487,6
488,6
489,4
490,0
491,1
492,3
493,0
494,0
495,0
496,7
497,6
498,7
499,1
500,2
501,9
502,0
503,7
504,5
505,0
506,3
507,2
508,2
509,2
510,0
511,9
512,8
513,2
514,0
515,8
516,2
517,4
518,3
519,3
520,5
521,2
522,2
523,7
524,6
525,5
526,6
527,6
528,4
529,6
530,3
531,3
532,8
533,7
534,3
535,9
536,6
537,7
538,7
539,4
540,7
541,7
542,0
543,7
544,6
545,7
546,9
547,0
548,9
549,5
550,9
551,0
552,5
553,1
554,9
555,7
556,6
557,9
558,5
559,5
560,1
561,6
562,5
563,3
564,6
565,5
566,9
567,9
568,2
569,8
570,2
571,8
572,0
573,0
574,4
575,3
576,0
577,6
578,0
579,4
580,0
581,7
582,5
583,6
584,7
585,2
586,4
587,3
588,5
589,5
590,2
591,2
592,0
593,4
594,2
595,1
596,1
597,3
598,4
599,6
600,8
601,0
602,7
603,2
604,9
605,0
606,4
607,2
608,5
609,2
610,4
611,8
612,0
613,5
614,4
615,5
616,2
617,6
618,7
619,8
620,1
621,7
622,9
623,2
624,7
625,7
626,6
627,5
628,9
629,3
630,6
631,9
632,1
633,0
634,1
635,8
636,2
637,8
638,9
639,8
640,1
641,1
642,5
643,4
644,5
645,0
646,9
647,5
648,1
649,6
650,8
651,7
652,3
653,0
654,5
655,2
656,8
657,4
658,3
659,3
660,8
661,4
662,3
663,7
664,0
665,4
666,5
667,4
668,6
669,8
670,9
671,8
672,5
673,4
674,4
675,1
676,9
677,6
678,8
679,2
680,5
681,8
682,1
683,7
684,8
685,2
686,7
687,5
688,3
689,2
690,1
691,8
692,3
693,7
694,8
695,8
696,9
697,5
698,7
699,0
700,8
701,2
702,7
703,4
704,6
705,0
706,4
707,0
708,7
709,2
710,2
711,8
712,9
713,4
714,6
715,5
716,3
717,7
718,8
719,0
720,7
721,3
722,9
723,2
724,4
725,6
726,1
727,5
728,1
729,7
730,3
731,4
732,7
733,1
734,2
735,0
736,2
737,4
738,3
739,6
740,0
741,3
742,2
743,7
744,2
745,4
746,2
747,5
748,7
749,6
750,8
751,4
752,6
753,7
754,6
755,0
756,0
757,2
758,8
759,6
760,3
761,0
762,6
763,8
764,5
765,6
766,4
767,3
768,0
769,5
770,9
771,0
772,2
773,9
774,2
775,4
776,2
777,1
778,3
779,8
780,3
781,1
782,9
783,3
784,4
785,9
786,5
787,6
788,1
789,2
790,2
791,1
792,7
793,7
794,3
795,7
796,9
797,5
798,8
799,1
800,7
801,7
802,5
803,7
804,5
805,4
806,4
807,7
808,4
809,2
810,4
811,8
812,4
813,5
814,2
815,9
816,7
817,2
818,6
819,6
820,8
821,1
822,5
823,0
824,9
825,3
826,5
827,6
828,9
829,7
830,8
831,5
832,8
833,2
834,6
835,6
836,1
837,0
838,9
839,8
840,4
841,1
842,3
843,1
844,3
845,1
846,8
847,8
848,9
849,8
850,7
851,3
852,4
853,4
854,8
855,3
856,6
857,5
858,0
859,4
860,9
861,7
862,1
863,8
864,7
865,8
866,1
867,4
868,9
869,3
870,9
871,2
872,2
873,1
874,2
875,2
876,6
877,9
878,4
879,6
880,1
881,6
882,5
883,1
884,0
885,8
886,5
887,5
888,9
889,1
890,1
891,4
892,0
893,0
894,6
895,6
896,3
897,0
898,1
899,9
900,0
901,0
902,1
903,1
904,6
905,5
906,4
907,4
908,6
909,4
910,5
911,7
912,1
913,6
914,7
915,0
916,5
917,2
918,2
919,1
920,7
921,5
922,2
923,5
924,0
925,4
926,1
927,4
928,7
929,2
930,8
931,0
932,5
933,6
934,2
935,5
936,1
937,1
938,7
939,1
940,0
941,7
942,8
943,0
944,0
945,8
946,6
947,6
948,9
949,3
950,3
951,7
952,3
953,7
954,6
955,0
956,2
957,1
958,6
959,2
960,4
961,5
962,9
963,1
964,1
965,0
966,9
967,5
968,2
969,5
970,6
971,5
972,8
973,1
974,9
975,8
976,4
977,7
978,6
979,6
980,6
981,2
982,9
983,1
984,4
985,0
986,5
987,7
988,4
989,9
990,0
991,9
992,1
993,4
994,3
995,2
996,1
997,4
998,9
999,6
1000,4
1001,6
1002,6
1003,7
1004,2
1005,3
1006,3
1007,5
1008,1
1009,5
1010,7
1011,1
1012,7
1013,7
1014,0
1015,4
1016,5
1017,0
1018,6
1019,4
1020,0
1021,1
1022,7
1023,2
1024,4
1025,5
1026,6
1027,1
1028,9
1029,2
1030,0
1031,8
1032,9
1033,5
1034,9
1035,1
1036,0
1037,1
1038,6
1039,8
1040,2
1041,6
1042,2
1043,9
1044,3
1045,0
1046,7
1047,8
1048,5
1049,5
1050,6
1051,7
1052,7
1053,9
1054,2
1055,1
1056,9
1057,3
1058,4
1059,8
1060,3
1061,2
1062,5
1063,0
1064,6
1065,8
1066,6
1067,1
1068,9
1069,6
1070,4
1071,2
1072,3
1073,1
1074,5
1075,3
1076,1
1077,5
1078,8
1079,9
1080,1
1081,2
1082,4
1083,1
1084,1
1085,9
1086,5
1087,4
1088,9
1089,1
1090,6
1091,8
1092,9
1093,4
1094,5
1095,8
1096,4
1097,3
1098,8
1099,8
1100,1
1101,7
1102,5
1103,5
1104,3
1105,4
1106,2
1107,1
1108,1
1109,4
1110,3
1111,6
1112,0
1113,8
1114,0
1115,3
1116,7
1117,0
1118,8
1119,5
1120,8
1121,3
1122,6
1123,7
1124,3
1125,2
1126,1
1127,0
1128,3
1129,1
1130,6
1131,3
1132,7
1133,2
1134,4
1135,8
1136,4
1137,2
1138,7
1139,4
1140,8
1141,3
1142,7
1143,9
1144,8
1145,2
1146,7
1147,6
1148,0
1149,6
1150,2
1151,4
1152,8
1153,9
1154,7
1155,7
1156,9
1157,2
1158,7
1159,7
1160,6
1161,1
1162,5
1163,4
1164,7
1165,3
1166,0
1167,1
1168,1
1169,8
1170,9
1171,1
1172,0
1173,3
1174,2
1175,7
1176,2
1177,8
1178,2
1179,9
1180,1
1181,1
1182,0
1183,8
1184,9
1185,4
1186,9
1187,1
1188,0
1189,9
1190,4
1191,4
1192,6
1193,2
1194,1
1195,8
1196,3
1197,5
1198,9
1199,1
1200,3
1201,6
1202,2
1203,6
1204,1
1205,0
1206,2
1207,2
1208,7
1209,8
1210,2
1211,1
1212,4
1213,9
1214,7
1215,2
1216,8
1217,1
1218,9
1219,5
1220,7
1221,5
1222,0
1223,8
1224,8
1225,0
1226,3
1227,3
1228,5
1229,4
1230,0
1231,2
1232,8
1233,8
1234,2
1235,6
1236,6
1237,8
1238,4
1239,0
1240,1
1241,6
1242,4
1243,1
1244,5
1245,8
1246,1
1247,7
1248,6
1249,2
1250,9
1251,5
1252,2
1253,2
1254,9
1255,1
1256,0
1257,1
1258,4
1259,5
1260,6
1261,4
1262,3
1263,7
1264,6
1265,4
1266,2
1267,9
1268,0
1269,1
1270,0
1271,5
1272,8
1273,0
1274,4
1275,6
1276,8
1277,2
1278,3
1279,2
1280,5
1281,4
1282,3
1283,6
1284,1
1285,9
1286,6
1287,4
1288,8
1289,6
1290,6
1291,4
1292,8
1293,3
1294,2
1295,0
1296,5
1297,0
1298,9
1299,9
1300,0
1301,6
1302,3
1303,7
1304,4
1305,3
1306,5
1307,3
1308,7
1309,8
1310,8
1311,7
1312,4
1313,5
1314,8
1315,4
1316,2
1317,4
1318,4
1319,9
1320,3
1321,4
1322,1
1323,7
1324,8
1325,1
1326,4
1327,3
1328,1
1329,8
1330,1
1331,7
1332,4
1333,4
1334,6
1335,3
1336,0
1337,0
1338,1
1339,7
1340,6
1341,8
1342,4
1343,7
1344,9
1345,7
1346,4
1347,3
1348,8
1349,5
1350,4
1351,8
1352,8
1353,8
1354,8
1355,2
1356,2
1357,7
1358,2
1359,4
1360,4
1361,7
1362,2
1363,7
1364,9
1365,5
1366,5
1367,8
1368,8
1369,8
1370,8
1371,8
1372,1
1373,2
1374,9
1375,6
1376,1
1377,6
1378,3
1379,6
1380,7
1381,2
1382,5
1383,1
1384,7
1385,4
1386,8
1387,6
1388,6
1389,1
1390,6
1391,8
1392,2
1393,5
1394,4
1395,4
1396,4
1397,8
1398,9
1399,2
1400,4
1401,3
1402,7
1403,0
1404,3
1405,5
1406,1
1407,9
1408,1
1409,4
1410,8
1411,2
1412,1
1413,8
1414,9
1415,9
1416,5
1417,3
1418,6
1419,6
1420,2
1421,5
1422,1
1423,8
1424,6
1425,7
1426,9
1427,4
1428,8
1429,9
1430,2
1431,5
1432,8
1433,9
1434,0
1435,2
1436,4
1437,8
1438,3
1439,5
1440,8
1441,2
1442,8
1443,4
1444,2
1445,5
1446,8
1447,6
1448,4
1449,7
1450,8
1451,4
1452,8
1453,2
1454,1
1455,2
1456,7
1457,6
1458,9
1459,8
1460,3
1461,1
1462,5
1463,4
1464,8
1465,4
1466,9
1467,4
1468,3
1469,3
1470,5
1471,5
1472,2
1473,5
1474,3
1475,6
1476,5
1477,6
1478,6
1479,6
1480,4
1481,7
1482,3
1483,4
1484,6
1485,5
1486,9
1487,5
1488,2
1489,1
1490,0
1491,0
1492,2
1493,2
1494,9
1495,5
1496,6
1497,3
1498,2
1499,6
1500,9
1501,7
1502,8
1503,6
1504,2
1505,5
1506,4
1507,0
1508,7
1509,0
1510,4
1511,8
1512,9
1513,6
1514,7
1515,5
1516,4
1517,7
1518,9
1519,5
1520,8
1521,4
1522,5
1523,7
1524,9
1525,5
1526,0
1527,2
1528,4
1529,0
1530,0
1531,8
1532,5
1533,4
1534,2
1535,2
1536,9
1537,4
1538,7
1539,7
1540,5
1541,3
1542,8
1543,7
1544,4
1545,1
1546,4
1547,8
1548,9
1549,1
1550,3
1551,3
1552,6
1553,6
1554,7
1555,8
1556,4
1557,9
1558,4
1559,8
1560,1
1561,4
1562,6
1563,4
1564,4
1565,0
1566,5
1567,7
1568,5
1569,4
1570,3
1571,0
1572,8
1573,4
1574,8
1575,4
1576,7
1577,5
1578,8
1579,0
1580,9
1581,6
1582,7
1583,0
1584,6
1585,9
1586,6
1587,2
1588,3
1589,5
1590,1
1591,6
1592,0
1593,4
1594,3
1595,6
1596,4
1597,0
1598,6
1599,2
1600,7
1601,2
1602,8
1603,5
1604,0
1605,0
1606,2
1607,4
1608,0
1609,3
1610,6
1611,0
1612,1
1613,9
1614,7
1615,0
1616,4
1617,2
1618,1
1619,6
1620,1
1621,9
1622,1
1623,2
1624,5
1625,6
1626,4
1627,2
1628,1
1629,1
1630,2
1631,7
1632,3
1633,4
1634,0
1635,9
1636,5
1637,1
1638,6
1639,0
1640,2
1641,7
1642,8
1643,5
1644,9
1645,4
1646,0
1647,4
1648,1
1649,8
1650,6
1651,1
1652,7
1653,2
1654,2
1655,2
1656,6
1657,2
1658,0
1659,5
1660,2
1661,3
1662,7
1663,6
1664,6
1665,8
1666,5
1667,3
1668,6
1669,8
1670,5
1671,3
1672,7
1673,5
1674,7
1675,8
1676,6
1677,3
1678,5
1679,3
1680,9
1681,5
1682,7
1683,4
1684,0
1685,6
1686,0
1687,3
1688,4
1689,1
1690,4
1691,1
1692,9
1693,5
1694,7
1695,7
1696,0
1697,6
1698,1
1699,0
1700,8
1701,0
1702,0
1703,3
1704,8
1705,0
1706,2
1707,1
1708,2
1709,7
1710,6
1711,2
1712,8
1713,6
1714,5
1715,1
1716,6
1717,8
1718,5
1719,9
1720,9
1721,3
1722,9
1723,2
1724,8
1725,3
1726,2
1727,9
1728,7
1729,3
1730,2
1731,0
1732,4
1733,4
1734,7
1735,6
1736,5
1737,0
1738,1
1739,6
1740,8
1741,1
1742,9
1743,8
1744,0
1745,2
1746,8
1747,7
1748,0
1749,8
1750,5
1751,4
1752,7
1753,7
1754,0
1755,8
1756,1
1757,4
1758,1
1759,6
1760,9
1761,8
1762,1
1763,7
1764,2
1765,7
1766,5
1767,3
1768,5
1769,4
1770,7
1771,9
1772,4
1773,8
1774,5
1775,5
1776,4
1777,6
1778,8
1779,9
1780,2
1781,7
1782,1
1783,1
1784,8
1785,1
1786,8
1787,6
1788,0
1789,0
1790,0
1791,9
1792,8
1793,9
1794,4
1795,0
1796,1
1797,7
1798,9
1799,1
1800,8
1801,6
1802,7
1803,3
1804,8
1805,8
1806,3
1807,6
1808,4
1809,5
1810,4
1811,2
1812,3
1813,1
1814,2
1815,3
1816,6
1817,4
1818,3
1819,5
1820,5
1821,6
1822,9
1823,0
1824,9
1825,2
1826,7
1827,2
1828,7
1829,6
1830,0
1831,0
1832,8
1833,0
1834,0
1835,3
1836,2
1837,5
1838,0
1839,6
1840,4
1841,4
1842,2
1843,5
1844,8
1845,2
1846,8
1847,5
1848,8
1849,8
1850,7
1851,7
1852,6
1853,3
1854,1
1855,8
1856,6
1857,7
1858,3
1859,5
1860,6
1861,1
1862,7
1863,8
1864,7
1865,7
1866,7
1867,4
1868,3
1869,3
1870,1
1871,0
1872,3
1873,9
1874,5
1875,8
1876,0
1877,8
1878,4
1879,7
1880,7
1881,6
1882,6
1883,1
1884,9
1885,0
1886,3
1887,5
1888,6
1889,1
1890,4
1891,9
1892,8
1893,3
1894,3
1895,8
1896,8
1897,6
1898,4
1899,6
1900,2
1901,2
1902,5
1903,0
1904,1
1905,5
1906,8
1907,0
1908,7
1909,1
1910,6
1911,0
1912,5
1913,1
1914,6
1915,2
1916,3
1917,9
1918,1
1919,7
1920,9
1921,6
1922,6
1923,7
1924,6
1925,7
1926,7
1927,6
1928,1
1929,8
1930,0
1931,2
1932,0
1933,6
1934,1
1935,5
1936,8
1937,3
1938,8
1939,3
1940,6
1941,4
1942,8
1943,2
1944,4
1945,3
1946,6
1947,0
1948,9
1949,6
1950,4
1951,7
1952,1
1953,9
1954,3
1955,3
1956,1
1957,4
1958,0
1959,9
1960,2
1961,5
1962,9
1963,2
1964,6
1965,7
1966,0
1967,0
1968,6
1969,9
1970,0
1971,8
1972,5
1973,6
1974,2
1975,2
1976,5
1977,5
1978,3
1979,1
1980,9
1981,2
1982,0
1983,0
1984,6
1985,2
1986,5
1987,1
1988,1
1989,4
1990,1
1991,6
1992,4
1993,7
1994,3
1995,4
1996,5
1997,5
1998,0
1999,6
2000,6
2001,7
2002,1
2003,9
2004,3
2005,6
2006,6
2007,0
2008,6
2009,4
2010,4
2011,1
2012,9
2013,4
2014,4
2015,4
2016,7
2017,1
2018,6
2019,4
2020,7
2021,2
2022,6
2023,0
2024,9
2025,0
2026,5
2027,8
2028,6
2029,4
2030,5
2031,5
2032,8
2033,7
2034,0
2035,3
2036,8
2037,5
2038,4
2039,2
2040,1
2041,8
2042,2
2043,3
2044,6
2045,2
2046,1
2047,9
2048,3
2049,8
2050,1
2051,7
2052,4
2053,9
2054,0
2055,5
2056,5
2057,9
2058,5
2059,6
2060,2
2061,0
2062,0
2063,0
2064,4
2065,9
2066,2
2067,6
2068,8
2069,7
2070,2
2071,2
2072,5
2073,7
2074,6
2075,2
2076,8
2077,6
2078,4
2079,2
2080,9
2081,1
2082,4
2083,7
2084,4
2085,3
2086,5
2087,5
2088,4
2089,7
2090,2
2091,7
2092,6
2093,9
2094,0
2095,4
2096,8
2097,1
2098,9
2099,7
2100,0
2101,7
2102,7
2103,2
2104,6
2105,5
2106,6
2107,9
2108,2
2109,0
2110,5
2111,9
2112,9
2113,8
2114,1
2115,3
2116,9
2117,0
2118,8
2119,8
2120,2
2121,0
2122,9
2123,6
2124,3
2125,5
2126,4
2127,1
2128,0
2129,2
2130,8
2131,7
2132,6
2133,8
2134,8
2135,3
2136,3
2137,5
2138,4
2139,4
2140,2
2141,1
2142,0
2143,3
2144,6
2145,3
2146,5
2147,4
2148,7
2149,7
2150,1
2151,6
2152,1
2153,8
2154,6
2155,4
2156,0
2157,2
2158,6
2159,7
2160,2
2161,8
2162,8
2163,6
2164,7
2165,3
2166,3
2167,6
2168,8
2169,7
2170,1
2171,6
2172,4
2173,7
2174,4
2175,3
2176,8
2177,7
2178,2
2179,9
2180,3
2181,1
2182,7
2183,6
2184,5
2185,1
2186,5
2187,6
2188,3
2189,2
2190,6
2191,3
2192,2
2193,1
2194,1
2195,9
2196,9
2197,8
2198,6
2199,2
2200,2
2201,0
2202,6
2203,5
2204,9
2205,1
2206,2
2207,9
2208,9
2209,9
2210,8
2211,7
2212,3
2213,5
2214,3
2215,4
2216,2
2217,5
2218,9
2219,8
2220,4
2221,8
2222,8
2223,7
2224,8
2225,7
2226,6
2227,1
2228,3
2229,0
2230,7
2231,2
2232,1
2233,0
2234,0
2235,9
2236,8
2237,6
2238,9
2239,7
2240,0
2241,6
2242,7
2243,5
2244,1
2245,5
2246,2
2247,6
2248,4
2249,3
2250,1
2251,4
2252,0
2253,4
2254,4
2255,4
2256,1
2257,0
2258,5
2259,7
2260,0
2261,0
2262,8
2263,5
2264,5
2265,8
2266,8
2267,7
2268,6
2269,1
2270,0
2271,4
2272,5
2273,6
2274,5
2275,9
2276,1
2277,9
2278,7
2279,6
2280,5
2281,7
2282,0
2283,7
2284,2
2285,2
2286,6
2287,9
2288,8
2289,7
2290,9
2291,1
2292,5
2293,9
2294,8
2295,7
2296,0
2297,2
2298,0
2299,9
2300,7
2301,3
2302,1
2303,2
2304,8
2305,2
2306,3
2307,0
2308,2
2309,8
2310,0
2311,3
2312,9
2313,4
2314,8
2315,6
2316,0
2317,3
2318,4
2319,7
2320,5
2321,3
2322,7
2323,0
2324,0
2325,4
2326,1
2327,0
2328,1
2329,1
2330,8
2331,9
2332,4
2333,6
2334,0
2335,3
2336,8
2337,4
2338,7
2339,1
2340,6
2341,6
2342,3
2343,5
2344,9
2345,7
2346,6
2347,2
2348,3
2349,4
2350,7
2351,0
2352,3
2353,5
2354,8
2355,7
2356,7
2357,3
2358,0
2359,4
2360,4
2361,6
2362,8
2363,5
2364,7
2365,0
2366,8
2367,5
2368,9
2369,6
2370,2
2371,6
2372,0
2373,0
2374,9
2375,5
2376,1
2377,7
2378,2
2379,3
2380,9
2381,3
2382,4
2383,9
2384,8
2385,4
2386,9
2387,1
2388,6
2389,0
2390,9
2391,6
2392,7
2393,2
2394,3
2395,6
2396,4
2397,3
2398,1
2399,5
2400,2
2401,7
2402,8
2403,7
2404,6
2405,9
2406,4
2407,9
2408,8
2409,0
2410,2
2411,8
2412,9
2413,0
2414,3
2415,4
2416,2
2417,3
2418,8
2419,6
2420,3
2421,4
2422,3
2423,9
2424,5
2425,8
2426,2
2427,4
2428,8
2429,2
2430,6
2431,6
2432,6
2433,1
2434,1
2435,4
2436,1
2437,7
2438,5
2439,5
2440,1
2441,4
2442,4
2443,5
2444,8
2445,6
2446,9
2447,8
2448,5
2449,9
2450,0
2451,0
2452,0
2453,1
2454,1
2455,8
2456,8
2457,1
2458,1
2459,7
2460,7
2461,8
2462,4
2463,2
2464,1
2465,7
2466,4
2467,5
2468,5
2469,6
2470,1
2471,7
2472,4
2473,1
2474,9
2475,2
2476,1
2477,4
2478,1
2479,8
2480,9
2481,9
2482,3
2483,8
2484,7
2485,4
2486,6
2487,5
2488,7
2489,9
2490,6
2491,9
2492,4
2493,3
2494,4
2495,4
2496,0
2497,5
2498,7
2499,0
2500,5
2501,1
2502,9
2503,2
2504,8
2505,0
2506,8
2507,8
2508,8
2509,7
2510,4
2511,5
2512,5
2513,1
2514,7
2515,9
2516,0
2517,9
2518,4
2519,1
2520,6
2521,1
2522,6
2523,9
2524,3
2525,4
2526,6
2527,2
2528,5
2529,5
2530,6
2531,8
2532,4
2533,0
2534,6
2535,3
2536,7
2537,7
2538,0
2539,9
2540,6
2541,8
2542,4
2543,8
2544,6
2545,8
2546,5
2547,7
2548,1
2549,8
2550,6
2551,0
2552,3
2553,8
2554,7
2555,1
2556,0
2557,9
2558,4
2559,6
2560,2
2561,2
2562,5
2563,7
2564,3
2565,2
2566,6
2567,2
2568,5
2569,4
2570,3
2571,4
2572,7
2573,9
2574,6
2575,2
2576,3
2577,8
2578,2
2579,3
2580,0
2581,1
2582,5
2583,9
2584,8
2585,3
2586,8
2587,8
2588,4
2589,9
2590,6
2591,6
2592,2
2593,1
2594,1
2595,7
2596,5
2597,7
2598,6
2599,0
2600,6
2601,0
2602,3
2603,4
2604,9
2605,9
2606,6
2607,5
2608,9
2609,1
2610,3
2611,9
2612,7
2613,2
2614,3
2615,3
2616,8
2617,5
2618,0
2619,6
2620,1
2621,2
2622,3
2623,6
2624,5
2625,0
2626,3
2627,0
2628,2
2629,7
2630,7
2631,2
2632,0
2633,6
2634,2
2635,8
2636,2
2637,9
2638,9
2639,9
2640,2
2641,9
2642,4
2643,0
2644,9
2645,8
2646,4
2647,8
2648,1
2649,4
2650,7
2651,7
2652,4
2653,8
2654,8
2655,9
2656,0
2657,8
2658,0
2659,6
2660,4
2661,2
2662,8
2663,5
2664,3
2665,3
2666,3
2667,2
2668,6
2669,1
2670,5
2671,1
2672,4
2673,5
2674,5
2675,2
2676,5
2677,7
2678,7
2679,3
2680,1
2681,9
2682,2
2683,4
2684,7
2685,6
2686,7
2687,8
2688,1
2689,1
2690,2
2691,6
2692,1
2693,8
2694,8
2695,6
2696,8
2697,9
2698,4
2699,1
2700,6
2701,9
2702,4
2703,0
2704,0
2705,3
2706,4
2707,6
2708,5
2709,6
2710,0
2711,4
2712,1
2713,4
2714,3
2715,0
2716,4
2717,9
2718,9
2719,0
2720,4
2721,1
2722,0
2723,2
2724,1
2725,7
2726,9
2727,7
2728,6
2729,7
2730,4
2731,7
2732,7
2733,8
2734,7
2735,7
2736,4
2737,5
2738,7
2739,7
2740,8
2741,5
2742,4
2743,9
2744,4
2745,8
2746,0
2747,5
2748,1
2749,0
2750,8
2751,3
2752,0
2753,0
2754,2
2755,4
2756,9
2757,8
2758,9
2759,2
2760,1
2761,9
2762,1
2763,6
2764,3
2765,9
2766,4
2767,0
2768,6
2769,9
2770,7
2771,5
2772,9
2773,2
2774,6
2775,7
2776,8
2777,7
2778,9
2779,9
2780,4
2781,7
2782,0
2783,0
2784,3
2785,4
2786,5
2787,7
2788,2
2789,3
2790,1
2791,7
2792,6
2793,9
2794,2
2795,7
2796,5
2797,1
2798,0
2799,2
2800,6
2801,8
2802,2
2803,6
2804,2
2805,0
2806,8
2807,1
2808,4
2809,8
2810,8
2811,9
2812,4
2813,8
2814,2
2815,1
2816,5
2817,7
2818,8
2819,1
2820,8
2821,4
2822,5
2823,2
2824,2
2825,1
2826,9
2827,3
2828,2
2829,6
2830,0
2831,4
2832,0
2833,1
2834,0
2835,6
2836,1
2837,7
2838,4
2839,3
2840,2
2841,1
2842,8
2843,4
2844,7
2845,7
2846,5
2847,9
2848,7
2849,2
2850,0
2851,2
2852,7
2853,4
2854,3
2855,7
2856,8
2857,0
2858,3
2859,8
2860,7
2861,2
2862,4
2863,5
2864,3
2865,4
2866,0
2867,5
2868,4
2869,2
2870,1
2871,2
2872,6
2873,5
2874,7
2875,5
2876,4
2877,1
2878,2
2879,4
2880,7
2881,0
2882,3
2883,7
2884,6
2885,8
2886,7
2887,8
2888,1
2889,4
2890,1
2891,5
2892,4
2893,1
2894,6
2895,1
2896,5
2897,4
2898,4
2899,8
2900,2
2901,2
2902,1
2903,7
2904,9
2905,4
2906,2
2907,1
2908,2
2909,0
2910,5
2911,3
2912,3
2913,7
2914,2
2915,2
2916,3
2917,5
2918,1
2919,7
2920,6
2921,8
2922,2
2923,0
2924,1
2925,2
2926,0
2927,1
2928,8
2929,5
2930,7
2931,8
2932,8
2933,2
2934,6
2935,2
2936,0
2937,4
2938,7
2939,4
2940,4
2941,2
2942,1
2943,3
2944,6
2945,0
2946,5
2947,4
2948,7
2949,7
2950,5
2951,0
2952,5
2953,0
2954,3
2955,9
2956,9
2957,7
2958,7
2959,6
2960,7
2961,4
2962,9
2963,1
2964,1
2965,1
2966,4
2967,9
2968,3
2969,2
2970,3
2971,0
2972,4
2973,2
2974,3
2975,6
2976,5
2977,7
2978,4
2979,8
2980,4
2981,6
2982,7
2983,0
2984,2
2985,6
2986,9
2987,2
2988,7
2989,3
2990,4
2991,4
2992,1
2993,2
2994,5
2995,0
2996,4
2997,7
